entidadFederativa,grupoQuincenalEdad,total,Hombres,Mujeres,Anio
Chihuahua,80 a 84 años,31387,14273,17114,2020
Chihuahua,85 a 89 años,15250,6585,8665,2020
Chihuahua,90 a 94 años,5376,2130,3246,2020
Chihuahua,95 a 99 años,1477,531,946,2020
Chihuahua,100 años y más,243,88,155,2020
Chihuahua,No especificado,7639,3813,3826,2020
Ciudad de México,0 a 4 años,479904,242877,237027,2020
Ciudad de México,5 a 9 años,563907,286280,277627,2020
Ciudad de México,10 a 14 años,608962,309140,299822,2020
Ciudad de México,15 a 19 años,650389,331109,319280,2020
Ciudad de México,20 a 24 años,714605,359049,355556,2020
Ciudad de México,25 a 29 años,752289,372081,380208,2020
Ciudad de México,30 a 34 años,743611,363448,380163,2020
Ciudad de México,35 a 39 años,705850,340545,365305,2020
Ciudad de México,40 a 44 años,670307,317312,352995,2020
Ciudad de México,45 a 49 años,668945,313846,355099,2020
Ciudad de México,50 a 54 años,623483,286394,337089,2020
Ciudad de México,55 a 59 años,526447,239651,286796,2020
Ciudad de México,60 a 64 años,469514,209065,260449,2020
Ciudad de México,65 a 69 años,356196,157245,198951,2020
Ciudad de México,70 a 74 años,267744,115130,152614,2020
Ciudad de México,75 a 79 años,175215,74210,101005,2020
Ciudad de México,80 a 84 años,117480,46094,71386,2020
Ciudad de México,85 a 89 años,66316,24278,42038,2020
Ciudad de México,90 a 94 años,28780,9308,19472,2020
Ciudad de México,95 a 99 años,9066,2725,6341,2020
Ciudad de México,100 años y más,1308,357,951,2020
Ciudad de México,No especificado,9626,4783,4843,2020
Durango,0 a 4 años,167600,85081,82519,2020
Durango,5 a 9 años,176033,89816,86217,2020
Durango,10 a 14 años,170271,86764,83507,2020
Durango,15 a 19 años,162990,82839,80151,2020
Durango,20 a 24 años,153588,76936,76652,2020
Durango,25 a 29 años,141107,69038,72069,2020
Durango,30 a 34 años,129526,63232,66294,2020
Durango,35 a 39 años,118830,57634,61196,2020
Durango,40 a 44 años,114976,55778,59198,2020
Durango,45 a 49 años,108070,52309,55761,2020
Durango,50 a 54 años,97009,45980,51029,2020
Durango,55 a 59 años,79997,37971,42026,2020
Durango,60 a 64 años,66536,31635,34901,2020
Durango,65 a 69 años,49727,23758,25969,2020
Durango,70 a 74 años,36956,17758,19198,2020
Durango,75 a 79 años,25689,12593,13096,2020
Durango,80 a 84 años,17026,8058,8968,2020
Durango,85 a 89 años,9042,4191,4851,2020
Durango,90 a 94 años,3333,1441,1892,2020
Durango,95 a 99 años,1012,418,594,2020
Durango,100 años y más,157,60,97,2020
Durango,No especificado,3175,1576,1599,2020
Guanajuato,0 a 4 años,538846,272745,266101,2020
Guanajuato,5 a 9 años,547545,277429,270116,2020
Guanajuato,10 a 14 años,549301,278676,270625,2020
Guanajuato,15 a 19 años,552092,277977,274115,2020
Guanajuato,20 a 24 años,540587,267148,273439,2020
Guanajuato,25 a 29 años,501868,242026,259842,2020
Guanajuato,30 a 34 años,462332,218363,243969,2020
Guanajuato,35 a 39 años,439045,208278,230767,2020
Guanajuato,40 a 44 años,407230,192549,214681,2020
Guanajuato,45 a 49 años,365660,174419,191241,2020
Guanajuato,50 a 54 años,318197,148310,169887,2020
Guanajuato,55 a 59 años,250808,116934,133874,2020
Guanajuato,60 a 64 años,214406,99483,114923,2020
Guanajuato,65 a 69 años,161765,75898,85867,2020
Guanajuato,70 a 74 años,118285,55393,62892,2020
Guanajuato,75 a 79 años,81110,38242,42868,2020
Guanajuato,80 a 84 años,54366,24455,29911,2020
Guanajuato,85 a 89 años,31747,14089,17658,2020
Guanajuato,90 a 94 años,14003,5815,8188,2020
Guanajuato,95 a 99 años,5009,1992,3017,2020
Guanajuato,100 años y más,683,227,456,2020
Guanajuato,No especificado,12049,6006,6043,2020
Guerrero,0 a 4 años,335458,169332,166126,2020
Guerrero,5 a 9 años,351010,177163,173847,2020
Guerrero,10 a 14 años,348493,176233,172260,2020
Guerrero,15 a 19 años,326540,162620,163920,2020
Guerrero,20 a 24 años,281967,133690,148277,2020
Guerrero,25 a 29 años,256191,118352,137839,2020
Guerrero,30 a 34 años,237976,109644,128332,2020
Guerrero,35 a 39 años,222157,102989,119168,2020
Guerrero,40 a 44 años,209120,97642,111478,2020
Guerrero,45 a 49 años,190778,89571,101207,2020
Guerrero,50 a 54 años,174072,80393,93679,2020
Guerrero,55 a 59 años,148972,69264,79708,2020
Guerrero,60 a 64 años,126765,59295,67470,2020
Guerrero,65 a 69 años,104196,48671,55525,2020
Guerrero,70 a 74 años,77444,36646,40798,2020
Guerrero,75 a 79 años,58071,27472,30599,2020
Guerrero,80 a 84 años,39210,17897,21313,2020
Guerrero,85 a 89 años,23532,10376,13156,2020
Guerrero,90 a 94 años,9187,4039,5148,2020
Guerrero,95 a 99 años,3950,1657,2293,2020
Guerrero,100 años y más,1179,470,709,2020
Guerrero,No especificado,14417,7196,7221,2020
Hidalgo,0 a 4 años,238189,120314,117875,2020
Hidalgo,5 a 9 años,269553,136027,133526,2020
Hidalgo,10 a 14 años,283676,143492,140184,2020
Hidalgo,15 a 19 años,272506,137426,135080,2020
Hidalgo,20 a 24 años,238187,116241,121946,2020
Hidalgo,25 a 29 años,231124,108338,122786,2020
Hidalgo,30 a 34 años,224226,102706,121520,2020
Hidalgo,35 a 39 años,221410,101835,119575,2020
Hidalgo,40 a 44 años,211048,97725,113323,2020
Hidalgo,45 a 49 años,194567,91193,103374,2020
Hidalgo,50 a 54 años,171679,79935,91744,2020
Hidalgo,55 a 59 años,139795,65244,74551,2020
Hidalgo,60 a 64 años,118929,55713,63216,2020
Hidalgo,65 a 69 años,93011,44117,48894,2020
Hidalgo,70 a 74 años,66179,31397,34782,2020
Hidalgo,75 a 79 años,47263,22656,24607,2020
Hidalgo,80 a 84 años,29997,13534,16463,2020
Hidalgo,85 a 89 años,17421,7713,9708,2020
Hidalgo,90 a 94 años,7213,2878,4335,2020
Hidalgo,95 a 99 años,3020,1115,1905,2020
Hidalgo,100 años y más,642,192,450,2020
Hidalgo,No especificado,3206,1588,1618,2020
Jalisco,0 a 4 años,670983,339122,331861,2020
Jalisco,5 a 9 años,718100,363911,354189,2020
Jalisco,10 a 14 años,714906,364020,350886,2020
Jalisco,15 a 19 años,716259,362796,353463,2020
Jalisco,20 a 24 años,704359,351982,352377,2020
Jalisco,25 a 29 años,668334,331070,337264,2020
Jalisco,30 a 34 años,639006,312917,326089,2020
Jalisco,35 a 39 años,602903,295336,307567,2020
Jalisco,40 a 44 años,549859,266310,283549,2020
Jalisco,45 a 49 años,511537,248266,263271,2020
Jalisco,50 a 54 años,444689,210067,234622,2020
Jalisco,55 a 59 años,357080,167535,189545,2020
Jalisco,60 a 64 años,313011,144991,168020,2020
Jalisco,65 a 69 años,240553,111583,128970,2020
Jalisco,70 a 74 años,181420,84464,96956,2020
Jalisco,75 a 79 años,120885,56892,63993,2020
Jalisco,80 a 84 años,76495,33970,42525,2020
Jalisco,85 a 89 años,41507,17843,23664,2020
Jalisco,90 a 94 años,17725,7062,10663,2020
Jalisco,95 a 99 años,6381,2422,3959,2020
Jalisco,100 años y más,1108,393,715,2020
Jalisco,No especificado,51051,25503,25548,2020
México,0 a 4 años,1276386,644777,631609,2020
México,5 a 9 años,1381132,699573,681559,2020
México,10 a 14 años,1464549,740376,724173,2020
México,15 a 19 años,1476665,747531,729134,2020
México,20 a 24 años,1415159,705458,709701,2020
México,25 a 29 años,1367527,667933,699594,2020
México,30 a 34 años,1283264,615018,668246,2020
México,35 a 39 años,1254296,596686,657610,2020
México,40 a 44 años,1197089,563714,633375,2020
México,45 a 49 años,1145882,542558,603324,2020
México,50 a 54 años,1007077,473362,533715,2020
México,55 a 59 años,795711,373977,421734,2020
México,60 a 64 años,661100,307001,354099,2020
México,65 a 69 años,475398,221241,254157,2020
México,70 a 74 años,330905,152248,178657,2020
México,75 a 79 años,212562,97227,115335,2020
México,80 a 84 años,130480,56251,74229,2020
México,85 a 89 años,71307,28844,42463,2020
México,90 a 94 años,26950,9949,17001,2020
México,95 a 99 años,9294,3120,6174,2020
México,100 años y más,1458,424,1034,2020
México,No especificado,8227,4027,4200,2020
Michoacán de Ocampo,0 a 4 años,429837,216825,213012,2020
Michoacán de Ocampo,5 a 9 años,441618,223382,218236,2020
Michoacán de Ocampo,10 a 14 años,426869,215932,210937,2020
Michoacán de Ocampo,15 a 19 años,407743,204821,202922,2020
Michoacán de Ocampo,20 a 24 años,390431,191587,198844,2020
Michoacán de Ocampo,25 a 29 años,367568,176271,191297,2020
Michoacán de Ocampo,30 a 34 años,345272,162946,182326,2020
Michoacán de Ocampo,35 a 39 años,318438,151597,166841,2020
Michoacán de Ocampo,40 a 44 años,299299,142585,156714,2020
Michoacán de Ocampo,45 a 49 años,270544,129380,141164,2020
Michoacán de Ocampo,50 a 54 años,243599,113217,130382,2020
Michoacán de Ocampo,55 a 59 años,202399,94210,108189,2020
Michoacán de Ocampo,60 a 64 años,178844,83238,95606,2020
Michoacán de Ocampo,65 a 69 años,140009,66427,73582,2020
Michoacán de Ocampo,70 a 74 años,106332,50515,55817,2020
Michoacán de Ocampo,75 a 79 años,74938,35694,39244,2020
Michoacán de Ocampo,80 a 84 años,51154,23473,27681,2020
Michoacán de Ocampo,85 a 89 años,30976,13989,16987,2020
Michoacán de Ocampo,90 a 94 años,13255,5868,7387,2020
Michoacán de Ocampo,95 a 99 años,5246,2242,3004,2020
Michoacán de Ocampo,100 años y más,945,396,549,2020
Michoacán de Ocampo,No especificado,3530,1746,1784,2020
Morelos,0 a 4 años,145439,73680,71759,2020
Morelos,5 a 9 años,158935,80637,78298,2020
Morelos,10 a 14 años,164177,83391,80786,2020
Morelos,15 a 19 años,166654,84628,82026,2020
Morelos,20 a 24 años,162146,79566,82580,2020
Morelos,25 a 29 años,154595,74612,79983,2020
Morelos,30 a 34 años,143404,67970,75434,2020
Morelos,35 a 39 años,135994,63749,72245,2020
Morelos,40 a 44 años,130539,60716,69823,2020
Morelos,45 a 49 años,124378,58030,66348,2020
Morelos,50 a 54 años,114284,52588,61696,2020
Morelos,55 a 59 años,96124,44357,51767,2020
Morelos,60 a 64 años,84475,39123,45352,2020
Morelos,65 a 69 años,65650,30758,34892,2020
Morelos,70 a 74 años,47846,22462,25384,2020
Morelos,75 a 79 años,33189,15608,17581,2020
Morelos,80 a 84 años,21954,9791,12163,2020
Morelos,85 a 89 años,13278,5724,7554,2020
Morelos,90 a 94 años,5327,2165,3162,2020
Morelos,95 a 99 años,1844,707,1137,2020
Morelos,100 años y más,340,126,214,2020
Morelos,No especificado,948,459,489,2020
Nayarit,0 a 4 años,103601,52602,50999,2020
Nayarit,5 a 9 años,113942,58000,55942,2020
Nayarit,10 a 14 años,113335,57726,55609,2020
Nayarit,15 a 19 años,104256,52792,51464,2020
Nayarit,20 a 24 años,97500,48537,48963,2020
Nayarit,25 a 29 años,92542,45237,47305,2020
Nayarit,30 a 34 años,90577,43990,46587,2020
Nayarit,35 a 39 años,85180,41559,43621,2020
Nayarit,40 a 44 años,81357,39971,41386,2020
Nayarit,45 a 49 años,75138,37298,37840,2020
Nayarit,50 a 54 años,64958,31691,33267,2020
Nayarit,55 a 59 años,54507,26262,28245,2020
Nayarit,60 a 64 años,47698,22763,24935,2020
Nayarit,65 a 69 años,37876,18563,19313,2020
Nayarit,70 a 74 años,27774,13560,14214,2020
Nayarit,75 a 79 años,19910,9792,10118,2020
Nayarit,80 a 84 años,13039,6345,6694,2020
Nayarit,85 a 89 años,7093,3310,3783,2020
Nayarit,90 a 94 años,2773,1179,1594,2020
Nayarit,95 a 99 años,996,433,563,2020
Nayarit,100 años y más,236,96,140,2020
Nayarit,No especificado,1168,572,596,2020
Nuevo León,0 a 4 años,454909,229807,225102,2020
Nuevo León,5 a 9 años,463819,235679,228140,2020
Nuevo León,10 a 14 años,462720,235404,227316,2020
Nuevo León,15 a 19 años,471896,240241,231655,2020
Nuevo León,20 a 24 años,503826,255533,248293,2020
Nuevo León,25 a 29 años,488349,248479,239870,2020
Nuevo León,30 a 34 años,448470,227051,221419,2020
Nuevo León,35 a 39 años,426619,215999,210620,2020
Nuevo León,40 a 44 años,409490,204944,204546,2020
Nuevo León,45 a 49 años,387678,194154,193524,2020
Nuevo León,50 a 54 años,334439,164492,169947,2020
Nuevo León,55 a 59 años,260045,126971,133074,2020
Nuevo León,60 a 64 años,217238,103697,113541,2020
Nuevo León,65 a 69 años,154408,72766,81642,2020
Nuevo León,70 a 74 años,115822,53640,62182,2020
Nuevo León,75 a 79 años,77327,35523,41804,2020
Nuevo León,80 a 84 años,50350,22069,28281,2020
Nuevo León,85 a 89 años,25023,10300,14723,2020
Nuevo León,90 a 94 años,10365,3903,6462,2020
Nuevo León,95 a 99 años,3097,1133,1964,2020
Nuevo León,100 años y más,420,116,304,2020
Nuevo León,No especificado,18132,9049,9083,2020
Oaxaca,0 a 4 años,359853,181303,178550,2020
Oaxaca,5 a 9 años,388759,195501,193258,2020
Oaxaca,10 a 14 años,398362,201586,196776,2020
Oaxaca,15 a 19 años,358708,178973,179735,2020
Oaxaca,20 a 24 años,310307,147137,163170,2020
Oaxaca,25 a 29 años,307124,141381,165743,2020
Oaxaca,30 a 34 años,289279,132924,156355,2020
Oaxaca,35 a 39 años,276496,127897,148599,2020
Oaxaca,40 a 44 años,259478,120384,139094,2020
Oaxaca,45 a 49 años,233971,108738,125233,2020
Oaxaca,50 a 54 años,210438,96862,113576,2020
Oaxaca,55 a 59 años,179408,83007,96401,2020
Oaxaca,60 a 64 años,155780,72135,83645,2020
Oaxaca,65 a 69 años,127194,58872,68322,2020
Oaxaca,70 a 74 años,93692,43728,49964,2020
Oaxaca,75 a 79 años,73118,34298,38820,2020
Oaxaca,80 a 84 años,50714,23170,27544,2020
Oaxaca,85 a 89 años,31435,14216,17219,2020
Oaxaca,90 a 94 años,12630,5550,7080,2020
Oaxaca,95 a 99 años,4898,2080,2818,2020
Oaxaca,100 años y más,1116,433,683,2020
Oaxaca,No especificado,9388,4668,4720,2020
Puebla,0 a 4 años,578779,292266,286513,2020
Puebla,5 a 9 años,598550,302188,296362,2020
Puebla,10 a 14 años,603375,305853,297522,2020
Puebla,15 a 19 años,607200,305827,301373,2020
Puebla,20 a 24 años,570646,279374,291272,2020
Puebla,25 a 29 años,528289,251899,276390,2020
Puebla,30 a 34 años,475854,221145,254709,2020
Puebla,35 a 39 años,457864,212520,245344,2020
Puebla,40 a 44 años,425089,196550,228539,2020
Puebla,45 a 49 años,382865,178206,204659,2020
Puebla,50 a 54 años,334597,153039,181558,2020
Puebla,55 a 59 años,269080,123605,145475,2020
Puebla,60 a 64 años,229364,104369,124995,2020
Puebla,65 a 69 años,177876,80892,96984,2020
Puebla,70 a 74 años,128374,58004,70370,2020
Puebla,75 a 79 años,91494,41799,49695,2020
Puebla,80 a 84 años,60354,26102,34252,2020
Puebla,85 a 89 años,36491,15340,21151,2020
Puebla,90 a 94 años,14770,5903,8867,2020
Puebla,95 a 99 años,5631,2077,3554,2020
Puebla,100 años y más,1065,335,730,2020
Puebla,No especificado,5671,2822,2849,2020
Querétaro,0 a 4 años,187893,94523,93370,2020
Querétaro,5 a 9 años,196969,99958,97011,2020
Querétaro,10 a 14 años,198601,100847,97754,2020
Querétaro,15 a 19 años,198141,99841,98300,2020
Querétaro,20 a 24 años,209039,104347,104692,2020
Querétaro,25 a 29 años,214139,105543,108596,2020
Querétaro,30 a 34 años,194576,94293,100283,2020
Querétaro,35 a 39 años,182743,87967,94776,2020
Querétaro,40 a 44 años,165728,79318,86410,2020
Querétaro,45 a 49 años,149832,71841,77991,2020
Querétaro,50 a 54 años,125857,59009,66848,2020
Querétaro,55 a 59 años,97903,46132,51771,2020
Querétaro,60 a 64 años,80729,37769,42960,2020
Querétaro,65 a 69 años,57833,26736,31097,2020
Querétaro,70 a 74 años,40979,18799,22180,2020
Querétaro,75 a 79 años,27417,12516,14901,2020
Querétaro,80 a 84 años,17321,7578,9743,2020
Querétaro,85 a 89 años,9975,4174,5801,2020
Querétaro,90 a 94 años,4195,1596,2599,2020
Querétaro,95 a 99 años,1531,557,974,2020
Querétaro,100 años y más,242,76,166,2020
Querétaro,No especificado,6824,3400,3424,2020
Quintana Roo,0 a 4 años,147731,75158,72573,2020
Quintana Roo,5 a 9 años,155388,78621,76767,2020
Quintana Roo,10 a 14 años,154281,78464,75817,2020
Quintana Roo,15 a 19 años,147549,74516,73033,2020
Quintana Roo,20 a 24 años,164989,83186,81803,2020
Quintana Roo,25 a 29 años,184447,93034,91413,2020
Quintana Roo,30 a 34 años,175133,88048,87085,2020
Quintana Roo,35 a 39 años,161472,81665,79807,2020
Quintana Roo,40 a 44 años,136731,68835,67896,2020
Quintana Roo,45 a 49 años,117045,59554,57491,2020
Quintana Roo,50 a 54 años,94160,47616,46544,2020
Quintana Roo,55 a 59 años,66985,33514,33471,2020
Quintana Roo,60 a 64 años,49321,24175,25146,2020
Quintana Roo,65 a 69 años,34204,16738,17466,2020
Quintana Roo,70 a 74 años,21678,10704,10974,2020
Quintana Roo,75 a 79 años,12688,6268,6420,2020
Quintana Roo,80 a 84 años,7421,3570,3851,2020
Quintana Roo,85 a 89 años,3775,1729,2046,2020
Quintana Roo,90 a 94 años,1332,564,768,2020
Quintana Roo,95 a 99 años,531,253,278,2020
Quintana Roo,100 años y más,102,66,36,2020
Quintana Roo,No especificado,21022,10501,10521,2020
San Luis Potosí,0 a 4 años,230931,116331,114600,2020
San Luis Potosí,5 a 9 años,242727,122972,119755,2020
San Luis Potosí,10 a 14 años,252780,128254,124526,2020
San Luis Potosí,15 a 19 años,253797,127984,125813,2020
San Luis Potosí,20 a 24 años,232129,113430,118699,2020
San Luis Potosí,25 a 29 años,220964,106032,114932,2020
San Luis Potosí,30 a 34 años,204288,96754,107534,2020
San Luis Potosí,35 a 39 años,191969,90728,101241,2020
San Luis Potosí,40 a 44 años,180174,85394,94780,2020
San Luis Potosí,45 a 49 años,169453,80668,88785,2020
San Luis Potosí,50 a 54 años,153736,72445,81291,2020
San Luis Potosí,55 a 59 años,125766,59294,66472,2020
San Luis Potosí,60 a 64 años,107635,51031,56604,2020
San Luis Potosí,65 a 69 años,82236,39217,43019,2020
San Luis Potosí,70 a 74 años,63157,30156,33001,2020
San Luis Potosí,75 a 79 años,45985,22290,23695,2020
San Luis Potosí,80 a 84 años,32252,14922,17330,2020
San Luis Potosí,85 a 89 años,18927,8698,10229,2020
San Luis Potosí,90 a 94 años,8052,3502,4550,2020
San Luis Potosí,95 a 99 años,2895,1204,1691,2020
San Luis Potosí,100 años y más,460,181,279,2020
San Luis Potosí,No especificado,1942,964,978,2020
Sinaloa,0 a 4 años,236236,120045,116191,2020
Sinaloa,5 a 9 años,250496,127811,122685,2020
Sinaloa,10 a 14 años,260172,132511,127661,2020
Sinaloa,15 a 19 años,261581,132551,129030,2020
Sinaloa,20 a 24 años,256990,127976,129014,2020
Sinaloa,25 a 29 años,232316,113467,118849,2020
Sinaloa,30 a 34 años,215491,105280,110211,2020
Sinaloa,35 a 39 años,205540,100764,104776,2020
Sinaloa,40 a 44 años,204309,99977,104332,2020
Sinaloa,45 a 49 años,192589,94386,98203,2020
Sinaloa,50 a 54 años,172094,83272,88822,2020
Sinaloa,55 a 59 años,143385,68641,74744,2020
Sinaloa,60 a 64 años,123628,58938,64690,2020
Sinaloa,65 a 69 años,95056,45164,49892,2020
Sinaloa,70 a 74 años,70677,34107,36570,2020
Sinaloa,75 a 79 años,49051,23904,25147,2020
Sinaloa,80 a 84 años,30957,14451,16506,2020
Sinaloa,85 a 89 años,15827,7041,8786,2020
Sinaloa,90 a 94 años,5997,2483,3514,2020
Sinaloa,95 a 99 años,1923,769,1154,2020
Sinaloa,100 años y más,403,169,234,2020
Sinaloa,No especificado,2225,1108,1117,2020
Sonora,0 a 4 años,218345,110604,107741,2020
Sonora,5 a 9 años,246711,125202,121509,2020
Sonora,10 a 14 años,258791,132191,126600,2020
Sonora,15 a 19 años,255716,130755,124961,2020
Sonora,20 a 24 años,247003,125586,121417,2020
Sonora,25 a 29 años,227896,114152,113744,2020
Sonora,30 a 34 años,215004,107455,107549,2020
Sonora,35 a 39 años,207000,103839,103161,2020
Sonora,40 a 44 años,203895,101577,102318,2020
Sonora,45 a 49 años,192181,96274,95907,2020
Sonora,50 a 54 años,170705,84122,86583,2020
Sonora,55 a 59 años,140464,68807,71657,2020
Sonora,60 a 64 años,121603,58841,62762,2020
Sonora,65 a 69 años,87708,42358,45350,2020
Sonora,70 a 74 años,61882,29386,32496,2020
Sonora,75 a 79 años,41519,19677,21842,2020
Sonora,80 a 84 años,26144,11839,14305,2020
Sonora,85 a 89 años,13203,5697,7506,2020
Sonora,90 a 94 años,4727,1849,2878,2020
Sonora,95 a 99 años,1421,539,882,2020
Sonora,100 años y más,197,83,114,2020
Sonora,No especificado,2725,1364,1361,2020
Tabasco,0 a 4 años,206877,104669,102208,2020
Tabasco,5 a 9 años,224058,113706,110352,2020
Tabasco,10 a 14 años,222698,113492,109206,2020
Tabasco,15 a 19 años,208660,105289,103371,2020
